resume_id,Category,Skills,Education
24994145,fitness online coaching personal training,selling coaching motivating presenting writing customer relations fitness training professional speaking radio seminars tv organizing tech social media savvy microsoft office wordpress facebook twitter instagram,communications southern connecticut state university certified personal trainer american council exercise ace t72735
25482567,fitness owneroperator,leadershipcommunication skills small business development client account management commitment quality service profit center development core accomplishments business development successfully started grew functional training facility gross revenues 325000 annually developed general manager leading fitness company responsible annual budget xxxm hired managed health fitness professionals multiple facilities marketed built maintained personal clientele base participated community events fundraisers traveled competed professional fitness physique athlete staff development educated hires sales budgets fitness assessment program design equipment overview educated enforced policies procedures responsibilities job position customer service ensured superior customer serviceretention reliable professional obtaining goals clients handle customer service issues leading fitness company retain membersclients financial management personally responsible developing achieving budgets responsible entire staff achieving sales quotas daily weekly monthly basis monitoring vendor expenses operations,1996 masters exercise science human performance emphasis university wisconsin city state exercise science human performance emphasis 1994 bachelors exercise science university wisconsin city state exercise science strength conditioning emphasis skills
25507648,fitness branch logistics manager,staff development,1996 high school diploma gc scarborough high school city state computer animation art institute houston city state studied 2d 3d animation 3d max graphics design adobe photo shop adobe illustrator languages bilingual spanishenglish skills
25838512,fitness operations manager,human resources 4 years microsoft office 6 years community outreach 3 years community relations 1 year sales 7 years strategic planning 2 years,2016 bachelor science sports management george mason university city state sports management interests john wall coach camp june 2016 coached side pro camps john wall summer weekend camp 27 coaches attended coached camp youngest coach 10 years coach camp skills administrative bank reconciliations business presentations cash flow community relations human resources insurance leadership skills marketing meetings microsoft office pr processes product development quality sales strategic planning additional information
26459032,fitness executive assistantoffice manager,accounts payable act administrative skills adobe advertising analytical skills scheduling appointments attention detail budget coaching conferences consulting cpr credit clientele client clients database documentation expense reports filing aid legal documents director marketing meetings excel outlook powerpoint power point word multitasking pathogen quickbooks research safety sales 2 sales scheduling statistics telephone trainer travel arrangements arrange travel written,masters education counseling 2018 university houston counseling bachelor science psychology english 2014 university houston psychology english associate arts english language august 2012 lone star college english language certified fitness trainer august 2012 international sports science association certifications aha aid cpr aed training certification oxygen usage safety awareness training certification bloodbourne pathogen osha standard 29 cfr 19101030g2i training certification excel continuing education power point continuing education act database prodoc efiling webinar skills accounts payable act administrative skills adobe advertising analytical skills scheduling appointments attention detail budget coaching conferences consulting cpr credit clientele client clients database documentation expense reports filing aid legal documents director marketing meetings excel outlook powerpoint power point word multitasking pathogen quickbooks research safety sales 2 sales scheduling statistics telephone trainer travel arrangements arrange travel written
27084878,fitness office manager,as400kronosanososcerner proprietary software data entry retrieval update maintain customer data skilled microsoft office quickbooks pro accomplishments reduced office expenses finding smarter solutions vendors suppliers services professional experience 012013 current office manager company city state assisted designing information operational support systems worked quickly efficiently minimal oversight accomplish assigned duties accurately processed data validation transmission weekly semimonthly sales payrolls monitored daily banking transactions maintained annual monthly budgets compiled financial accounting auditing reports tables cash receipts expenditures accounts payable receivables profits losses reviewed investigated corrected errors inconsistencies financial entries documents reports obtained information contacting appropriate personnel patients scanned incoming documentation consolidated diverse medical records followedup insurance companies individuals resolve discrepancies maintained complete confidentiality accordance organization legal requirements department clean organized professional maintained 100 compliance hospital government regulations conceptualized implemented efficient filing system created annual goals objectives budget made recommendations reduce costs served liaison management clinical staff community administered directed coordinated activities agency actively maintained uptodate knowledge applicable state federal laws regulations jumped fill gaps call rotation provided supervision daytoday operations facility accordance set policies guidelines worked state clients stakeholders shape procurements identify opportunities value added services closely monitored competitor activity legislative regulatory initiatives agency concerns contracts developed strategies respond revised policies procedures accordance changes local state federal laws regulations contributed participated community education projects foster widespread understanding prevention treatment illnesses observed strict confidentiality safeguarded patientrelated information planned organized supervised provided assignments nursing technical office biomedical staff managed average number employees shift reviewed approved time cards processing payroll department routinely evaluated resident facility diligently enforced high standards incorporated evidencebased practice environment ensure high quality patients families fostered interdisciplinary relationships negotiation consensus building attain goals disciplines monitored infection control procedures ensure facilitywide health safety effectively served advisory resource providing patientfamily experience expertise effectively served advisory resource providing patientfamily experience expertise developed arranged continuing education opportunities staff increase knowledge skills analyzed facility activities data properly assess risk management improve services abreast advances medicine computerized diagnostic treatment equipment data processing technology government regulations health insurance changes financing options made recommendations improve technical practices 012013 current secretary company city state,2007 associate applied science business administrationaccounting raritan valley community college city state professional affiliations american health information management association ahima skills 10 key accounting as400 calculators cd cpr excellent customer service customer service data entry fax machines filling aid general office insurance inventory process invoices kronos legal legal documents microsoft office nursing personnel copiers quickbooks pro sales telephone
27397245,fitness store manager,excellent typing skills excellent written oral communication skills ms word microsoft excel real estate license bilingual korean english,sociology 2000 binghamton university city state sociology high school diploma miscellaneous 1995 flushing high school city state miscellaneous skills billing oral communication negotiate contracts clients customer service english general manager hiring hr inventory korean team leader director microsoft excel ms word skills problem solving skills speaking real estate rehabilitation reporting sales store manager phones trainer trouble shooting typing skills excellent written
27903191,fitness digital marketing lead,digital advertising marketing sales retail sales,bachelor arts sport management 2010 warner university city state
27974588,fitness group fitness instructor,afaa group exercise boot camp training running 101 afaa step certification afaa kickboxing certification yogafit certified level 1 mills body pump 42 bts group power mills body attack 51 spinning mills body attack 55,bachelor science animal science june 1973 ohio state university city state animal science interests enjoy yard work activities employed international vitamin manufacturing company fulltime sales music singing listening bands running local races wilmington road runners dining traveling partner fiancee tammy
28172023,fitness product specialist,microsoft office word excel outlook powerpoint great organizational skills selfstarter excellent problem solver,november 2015 business administration aib college business city state business administration 2014 business administration moines area community college city state business administration personal information
28321954,fitness night warehouse selector,customer satisfaction weight trainer personable friendly individual life body assessments strength trainer,high school diploma 2007 2010 hale high school city state
28669770,fitness personal trainer,apt consultant client clients general manager instruction inventory meetings payroll policies progress purchasing quality risk management seminars technician workshops,bachelor science exercise science human performance 1 2008 exercise science human performance aa exercise science 1 2006 mesabi range community college state exercise science afpa nutrition certification completion buena vista university city state skills apt consultant client clients general manager instruction inventory meetings payroll policies progress purchasing quality risk management seminars technician workshops
29165698,fitness general manager,budget conflict resolution cpr customer service delivery employee training aid forms health promotion hr leadership teambuilding marketing multitasking payroll personnel reporting statistics supervision time management,bs kinesiology 1212 university montevallo city state kinesiology completed numerous courses sports health fitness concentration health promotion aidcpraed certified skills budget conflict resolution cpr customer service delivery employee training aid forms health promotion hr leadership teambuilding marketing multitasking payroll personnel reporting statistics supervision time management
29306433,fitness team member pricer,active listening skills sharp problem solver energetic work attitude inventory control familiarity top sales performer visual merchandising proficiency,business administration curriculum bally total fitnessmonthly trainingmeetings increase skill level management sales marketing accounting moraine valley community college city state skills accounting accounts receivable budget management budget business administration contracts credit customer service staff training financial management inventory marketing meetings operations management payroll personnel policies pos retail sales sales sales reporting staff management trainer
29319314,fitness senior implementation manager,embrace promote change committed continuous learning,connecticut initial educator elementary certification k6 june 2004 sacred heart university city state master arts teaching july 2004 gpa 40 bachelor science psychology 2003 gpa 39 summa laude psi delta epsilon sigma languages fluent conversational italian skills computer proficient salesforcecom advanced interpersonal communication skills teacher mentor project management adaptable flexible responsive analytical conflict resolution
29425788,fitness health coach,art balance coach coaching council counseling client clients harvard instructor listening director materials lisa profit protocols psychology quality recording research sales stress management,master science health psychology 1 2014 walden university health psychology capstone bringing health psychology patient centered medical home courses included health psychology experimental survey research stress coping psychoneuroimmunology
29573698,fitness sales associate,customer rapport development basic microsoft office skills thrive fastpaced environment,associate arts general business mesa community college city state general business currently attending 2014 high school diploma james madison preparatory school city state
29792535,fitness fitness coordinator,,2012 master science recreation administration concentration facilities management western kentucky university city state 2010 bachelor science exercise science western kentucky university city state employment experience 072012 current fitness coordinator company city state
30757456,fitness directorpresident minturn fitness center,highlevel strategic alliance skills including limited networking collaboration sponsorship partnerships highlevel leadership skills including limited recruiting hiring bestinindustry staff direction education staff problemsolving evaluation staff technology usage levels concentration sport performance technology testing evaluation technology mac windows based programming,exos performance certification xps 2017 exos formerly athletes performance city state usa succesful completion exos online performance certification registered strength conditioning coach certification distinction 2016 national strength conditioning association city state usa
30990885,fitness service representative,banking cpr fluent english financial inventory excel microsoft office powerpoint word microsoft word works pos retail spanish phone,bachelor business administration accounting summer 2016 university houston ct bauer college business city state gpa gpa 352 accounting gpa 352 cpr certification january 2015 gpa deans list university houston spring 2014 honors list hcc spring 2013 deans list hcc spring 2012 fall deans list university houston spring 2014 honors list hcc spring 2013 deans list hcc spring 2012 fall microsoft office word 2007 certification spring 2012 microsoft office excel 2007 certification spring 2012 languages fluent english spanish interests volunteer activities 2009present volunteers alief early college high school participates motivational speaker younger students assists students extracurricular activities 20092013 volunteered church st cyril alexandria waited tables thanksgiving organized set decorations annual dance assisted fundraisers selling seasonal items 20092013 volunteered alief parks cleaned alief cemetery improved alief community planting trees beautified parks cleaning garbage grass educational projects fall 2015 jvibe online magazine developed successful marketing plan business spring 2014 depelchin childrens center supported spread child abuse awareness interacting hundreds informing facts additional information
31042953,fitness manager,excellent working knowledge computer hardware technology general proficiency microsoft windows office applications,hofstra 2012 bachelor arts exercise science city state usa
31556198,fitness membership coordinator,reliable dependable high customer service standards active listening skills flexible scheduling top sales performer superior organization skills customer service expert excellent multitasker openingclosing procedures superb sales professional sharp problem solver bar management,2005 high school diploma thornton thornton co adams skills administrative advertising call center cash handling closing clients excellent customer service excellent customer service customer service dependable directing special events fast faxing filing listening mailing meetings organization skills presentations problem solver receiving safety selling sales scheduling telephone phone training programs
32517106,fitness cashier,fast learner personal training opportunity reach full potential,fitness nutrition certification personal training certification nutrition science human anatomy physiology weight loss management 2013 national academy sports medicine city state
32636041,fitness personal trainer group fitness instructor,bs health sciencephysiology chemistry 2008 university arizona city state,ms kinesiology 2015 university texas paso city state
32651555,fitness fitness director,academic basic cash deposits closing cpr customer service aid futures http japanese leadership director navy communicator page payroll skills policies promotion speaking recruiting safety sales teamwork training programs transportation written additional information,high school diploma general education 2004 camden county high school city state general education relocate skills academic basic cash deposits closing cpr customer service aid futures http japanese leadership director navy communicator page payroll skills policies promotion speaking recruiting safety sales teamwork training programs transportation written additional information
34151183,fitness cashier,accounting administrative support benefits billing clerical counseling clientele client clients customer service data entry database documentation general office instruction insurance inventory office organizational policies pricing processes progress quality reception research safety switchboard operator,bachelor arts interdisciplinary studies social services northeastern illinois university interdisciplinary studies social services skills accounting administrative support benefits billing clerical counseling clientele client clients customer service data entry database documentation general office instruction insurance inventory office organizational policies pricing processes progress quality reception research safety switchboard operator
34792238,fitness wellness director,skills body composition evaluations telehealth experience group instruction oneonone coaching health education data management supervision planning coordination training development leadership compassion conflict resolution certifications group fitness instructor nifs certified certified therapeutic exercise specialist ace certified yoga spin trx behavior modification parkinsons health wellness aquatics neta aquatic exercise science ace certified mixed martial arts boxing certified inspector association boxing commissioners,data management supervision planning coordination training development leadership compassion conflict resolution certifications group fitness instructor nifs certified certified therapeutic exercise specialist ace certified yoga spin trx behavior modification parkinsons health wellness aquatics neta aquatic exercise science ace certified mixed martial arts boxing certified inspector association boxing commissioners
35164503,fitness senior sales management consultant,work history management consultantsales executive 062017 current company city state,bs business administration 2019 northern arizona university city certifications
35302620,fitness branch manager,accounts payable audit budget budgets coaching correspondence delinquent accounts diversity inclusion documentation financial management human resources increase maintenance payroll proactive problemsolving recruitment sales sales staff satisfaction motivated troubleshooting customer service customer support front desk inventory liaison payments receptionist retail sales training account maintenance,bachelor science criminal justice anthropology 2014 state university jersey city state united states
36139251,fitness general managerfitness director,microsoft windows microsoft powerpoint microsoft outlook microsoft access skills internet explorer social media,bs holistic nutrition 2010 clayton college natural health holistic nutrition accounting management human resources 1992 california state university accounting management human resources
37087824,fitness director operations,dedicated team player meeting planning schedule management,bachelors science healthcare administration 2014 southwestern college city state gpa summa laude graduate
38108845,fitness general manager,outstanding leadership problem solving motivation dependable interpersonal skills communication,bachelor science sports leisure studies ohio state university skills
38642923,fitness certified personal trainer group fitness instructor,accounting budget business management competitive content contracts course development client clients database management database delivery economics finance financial focus marketing plan marketing plans market research marketing pricing proposals public relations publication relationship building sales training programs articles,master science communications media management 1995 virginia commonwealth university city state usa communications media management concentration communications marketing public relations coursework business management focus media additional coursework economics finance bachelor arts journalism marketing 1985 radford university city state usa journalism marketing experience certified personal trainer group fitness instructor march 2013 company city state
38650096,fitness fitness instructor,appointment setter multitasker adaptable microsoft word microsoft excel outlook onedrive excellent phone skills work fastpace high volume environment flexible productive efficient,associate arts management 2005 mesa community college city state usa bachelor science nutrition 2010 kaplan university city state usa certifications pure barre certified instructorafaa certified group fitness instructor cpraed certified skills appointment setter multitasker adaptable microsoft word microsoft excel outlook onedrive excellent phone skills work fastpace high volume environment flexible productive efficient
39805617,fitness equipment operator fitness leader,attention detail backhoe customer service directing forklift 97 navy naval organizing personnel problem solving skills repairs sales utilities additional information,bachelors degree nursing 2018 california state university stanislaus city state nursing associates degree general studies 2014 university maryland university city state general studies licensed vocational nurse anticipated certified nurse assistant 2014 ncp college nursing city state navy certified fitness leader completed 2013 naval air station sicily navy certified operational fitness fueling series
45656814,fitness floaterteacher,organized person professional positive attitude great keeping open dialogue making easily approachable enjoy working troubleshooting find solutions problems arise big communicator great team player passionate teaching children enjoy positive role model influence lives,2008 bachelor science education majoring physical education university mexico city state
52684666,fitness coordinator,work history coordinator 102013 current company city state,bachelor science nursing 8 2014 rutgers state university jersey city state gpa gpa 364 nursing gpa 364 bachelor science nutrition science 5 2013 syracuse university city state gpa gpa 391 acls certified 2014 cprbls certified 2013 certified culturally competent 2013 1 2013 rutgers university gpa recipient faculty award excellence nutrition science syracuse university 2012 2013 recipient womens leadership endowed scholarship syracuse university 2011 2012 recipient emily gere coon award syracuse university 2011 deans list syracuse university semesters deans list recipient faculty award excellence nutrition science syracuse university 2012 2013 recipient womens leadership endowed scholarship syracuse university 2011 2012 recipient emily gere coon award syracuse university 2011 deans list syracuse university semesters deans list rutgers university semesters affiliations member nutrition education promotion association 2010present member national student nurses association 2014present technical abilities experienced electronic medical record emr certifications
54259150,fitness group fitness instructor,cable excellent communication interpersonal skills competitive consulting cpr customer service instructor leadership management marketing market marketing materials max office mom network sales personnel presentations product management public relations safety selling sales sales support teaching television training programs,bachelor science communications spanish ithaca college city state usa gpa laude time recipient emerson academic scholarship time recipient presidents award member alpha epsilon rho communications honorary society deans list communications spanish laude time recipient emerson academic scholarship time recipient presidents award member alpha epsilon rho communications honorary society deans list certifications ace certified group fitness lnstructor experience developing choreography johnny g certified spinning instructor teaching multiple class formats bosu aea certified aquatics instructor ball resistancestrength bootcamp core certified mills programs body conditioning spinning aquatics mills combat body pump cxworx classes cpr aed certified strong track record developing skills
55746506,fitness fitness trainer,academic coach coaching contracts customer service database delivery financing insurance letters meetings nac networking personnel policies processes recruiting recruitment sales scheduling,sport recreation management 2014 england college city state gpa graduated magna laude
56286525,fitness operations manager,arbitration automation budgeting budget concise conflict resolution client clients customer service delivery forecasting government leadership mba mediation negotiations payroll pick policies reporting safety scanning staffing strategic planning,mba alternative dispute 1 2008 pepperdine university city state alternative dispute emphasis mba alternative dispute resolution focuses leadership business negotiations collective bargaining arbitration mediation conflict resolution business administration 1 1999 whittier college city state
57575888,fitness program manager,adobe acrobat benefits blueprint budget planning business case coach coaching council client clients data analysis data collection disease management electronic health records health education health promotion health promotion programs human resources image leadership marketing marketing communication meetings mental health mentor office suite microsoft outlook organizational payroll peoplesoft personnel physiologist presentations program design program evaluation program implementation programming project coordination proposal reporting sales scheduling seminars social media platforms strategy strategic supervisor surveys unique,2009 master science applied health science health promotion indiana university city state applied health science health promotion 2008 graduate assistantship fitness wellness iu campus recreational sports 2007 2009 fitness health promotion internship lutheran general hospital park ridge illinois 2007 bachelor arts psychology public health education indiana university city state psychology public health education aster certified ealth education specialist ch national commission health education credentialing current certified exercise physiologist acsm epc american college sports medicine current professional affiliations society public ealth education professional member current erican college sports edicine alliance professional member current international association w orksite ealth promotion professional member current w orkw ell shawnee county worksite wellness coalition employers topeka kansas 2012 2014 gyms nutrition educator blog author coach functional movement seminar leader 2011 2013 junior league kansas city member volunteer 2010 2012 graduate assistant association treasurer 2008 2009 scholarship chair 2007 2008 alpha icron pi w fraternity beta phi chapter president 2005 2006 marissa kalkman 2 skills adobe acrobat benefits blueprint budget planning business case coach coaching council client clients data analysis data collection disease management electronic health records health education health promotion health promotion programs human resources image leadership marketing marketing communication meetings mental health mentor office suite microsoft outlook organizational payroll peoplesoft personnel physiologist presentations program design program evaluation program implementation programming project coordination proposal reporting sales scheduling seminars social media platforms strategy strategic supervisor surveys unique
59487170,fitness interim membership director,,bachelor arts liberal arts 2003 northwest nazrene university city state liberal arts credentials
62870550,fitness customer representative,work history company customer representative city state june 2013 august 2014,associate applied business administration human resources management studies payroll records accounting business law trumbull business college city state 6 2007 human resources management studies payroll records accounting business law skills administrative ads benefits call center coaching contracts credit customer service email fashion fax filing home office hr inventory kronos leadership skills ledger managing market mediation meetings office payroll peoplesoft personnel policies processes quality assurance recruiting sales scheduling seminars staffing supervising phone
63282405,fitness customer service representactive,quick learner strong client relations credit card processing multiline phone talent,paralegal certificate paralegal 2009 branford hall career institute city state bachelor science skills accounts payable arts billing call center communication skills cpr certified creative problem solver credit clients client relations customer service databases fast financial financial planning aid access ms office paralegal persuasive speaker quick learner reading strategic teacher phone
67032711,fitness fitness instructor,leadership proficient writing excellent communicator avid listener expert multitasker mutual mediator problemsolver,2018 bachelor arts human resources international business law liberty university city state usa arrived lu fall 2017 pursuing degree rigorous majors school business aim learn outs corporation work day hr director particular interests companies involving health wellness 2016 associate arts liberal arts college canyons valencia state united states liberal arts attended community college junior high school participating dual enrollment finish associates degree year graduating high school academy canyons valencia california united states aoc high school student college student simultaneously enrolled referred middle college stayed academy canyons 20132014 academic year 2015 valencia high school city state united states started valencia high school freshman year transferred academy
69666645,fitness veterinary assistant,patient assessment blood draws fecal sample analysis instrument packing surgical setup assisting anesthetic nursing blood smears swine teeth clipping swine tail docking radiology surgical prep digital xray film xray ultrasound,022000 022005 trainerwaitressbartendershift leader company city state
70603826,fitness head girls basketball coach,,master science sports management coaching sports administration 2014 american public university city state
75156649,fitness sales associatecashier,verbal communication initiative flexibility,2010 business computer science norwalk community college city state skills billing cashier closing clients customer service features neat sales phone additional information
76530505,fitness child center asst dept head,administrative arts articulate customer service direction financial hiring managing marketing ordering materials neat payroll personnel policies programming promotion recruiting,bachelor science criminal justice 210 kaplan university city
77266989,fitness program manager,counseling critical clients discharge plan director medication administration office equipment patient quality rehabilitation safety scheduling staffing phone additional information,city university seattle 2012 bachelor arts management city state gpa gpa 33
80000092,fitness server,solutionfocused counseling exceptional problem solver positive attitude,high school diploma 2012 jackson liberty high school city state associate science psychology university south florida psychology associate science psychology temple university city state psychology
89858892,fitness receiving manager,customer service fluent spanish equipment operations stockroom organization processing vendor returns maintaining safety sales floor operations understanding operating equipment logistics oversight mentoring training planning production team building,chief sealth international high school city state high school diploma 062014 languages fluent spanish english
90365216,fitness senior medical recruiter,anatomy benefits communication skills counseling client clients customer satisfaction customer service dependable direction email staff training expense reports faxes hiring hr management consultant meetings microsoft excel excel mail microsoft office ms office office power point microsoft word organization skills physiology policies problemsolving rapport recruiting recruitment research sales scheduling spreadsheets staffing team player telephone phone training programs additional information,associate science nursing collin county community college nursing coursework human anatomy physiology certified nutritionist attended sports nutrition seminar certified weight management consultant cooper institute dallas
95085510,fitness territory sales consultant,background gpo formulary processes experience specialty hospital primary sales injectable medications skilled product indication launches adept providing inservices training clinical staff trained pricing gross profits margins broad knowledge osteoporosis womenaposs health menaposs health musculoskeletal pain excellent communication skills customer focused highly motivated accomplished relationship selling,university nebraska lincoln master science marriage family therapy marriage family therapy university nebraska lincoln bachelor science human development human development professional affiliations licensed mental health practitioner vice president mesa verde townhouse association 2012current nebraska juvenile justice association board member 20012006 042010 current lincoln 1994 lincoln usa 1991 lincoln usa skills budget case management excellent communication crisis intervention government materials mental health 98 obgyn pain management pricing primary processes purchasing quality assurance relationship building selling sales wound
95769832,fitness night service representative,billings aid messages,graduate 2014 western high school city state tallahassee community college city state
96761538,fitness kids club attendant,vast knowledge strains affects trimming experience professional friendly clean careful active listener cash handling pos system knowledge microsoft word literate customer service oriented,2015 africana studies university arizona city state usa attended august 2014 2016 2018 kineciology wellness pasadena city college city state usa attending august 2016 present certifications medical marijuana recommendation
97123005,fitness group fitness instructor,account management nthusiastic person advanced problemsolving great organizational skills active learning calendaring client relations computer proficiency coordination critical customer assessment customer service data collection data entry documentation email executive management support filing grammar internet research research scheduling service orientation speaking spreadsheets telephone skills time management type 48 wpm typing writing letters memos microsoft excel microsoft office suite microsoft outlook microsoft powerpoint microsoft word minute taking multitask management organizational skills prioritization proofreading reading comprehension,bachelor arts human resource management 2013 saint leo university city state skills
10062724,healthcare behavioral healthcare line psychiatric emergency team supervisor,proficient epic word lotus interqual nice symposium foundations azz cardfile,glendale college law city state university southern california city state master social work
10076271,healthcare chief executive officer,microsoft office excel power point access expertise internet pcmac software proficiency microsoft project information resources database cue quick books,august 2003 mba business administration florida university city state august 2003 bs business administration florida university city state
10251432,healthcare corporate administrator,organized detail oriented efficient prioritize multiple deadlines work independently collaborate software microsoft word excel powerpoint outlook adobe acrobat multiple project software websites general clerical type 75 wpm multiline phones,completed 45 credits courses including logic ethics philosophy science precalculus programming boise state university city state high school diploma kuna high school city state graduated highest honors 397 received ambassador award business professionals america skills accounting accounts payable adobe acrobat agency attention detail billing bookkeeping programming clerical conferences content prepare contract credit clients detail oriented editing focus letters logic excel mail outlook powerpoint microsoft word newsletters newspaper payroll pdf philosophy processes proofreading quality sales specification spreadsheets phones phone make travel arrangements travel arrangements making travel arrangements type websites workshops
10466208,healthcare pharmaceutical sales representative womens healthcare specialist,proven administrative highly organized leadership support event planning entrepreneurial conflict public speaking mindset resolution project staffing team leadership reporting directed documentation outbound calling prospecting account management acquisitions administrative contracts clientele customer satisfaction customer ssatisfaction decision making,bachelor arts business administration public relations 1995 heidelberg college city state work history pharmaceutical sales representative womens healthcare specialist company city state
10480456,healthcare director product research rd liaison global oral healthcare rd consumer,healthcare marketing claims product development transmissions business development fda patent class comprehensive large array data stewardship system budgeting liaison project planning technical support associate marketing chemistry qa metrics,phd analytical chemistry 1990 university delaware city state university delaware department chemistry biochemistry newark 19711 phd analytical chemistry 1990 advisor dr rechnitz unidel professor chemistry biotechnology dissertation intact chemoreceptorbased biosensors ms analytical chemistry 1987 university delaware city state university delaware department chemistry biochemistry newark 19711 ms analytical chemistry 1987 advisor dr rechnitz unidel professor chemistry biotechnology dissertation development study biosensors utilizing intact chemoreceptor structures chemistry franklin marshall college city state franklin marshall college lancaster 17604 chemistry american chemical society certified certifications identified inlicensed drove commercialization gsks largest selling oral device ctfa chemistry american chemical society certified professional affiliations institute science global policy membership invitation publications saliva diagnostics industry saliva diagnostics dt dersmith dent 86 spec 2097 2007 wiley blackwell baek jh hammerwilson mj buch rm lee ahn chen efficacy marketed dentifrices situ caries model zero proskin buch rm bosma ml smith sr impact peroxide enamel hardness gambogi rj bosma ml buch rm schemehorn br verification caries inhibition tartar control toothpaste tanzer jm pelligrino thompson buch r pharmacological probe links amilorideinsensitive nacl kcl nh4cl chorda tympani taste responses desimone lyall heck g phan alam r feldman g buch rm intact chemoreceptorbased biosensors antennular receptrodes biosensor design application pr mathewson jw finley intact chemoreceptorbased biosensors barker tq buch rm rechnitz neuronal biosensors buch rm rechnitz presentations baek jh hammerwilson mj buch rm lee ahn chen wildersmith optical approach salivary pellicle 85th general session exhibition international association dental research orleans march 2007 saunders fg bosma ml buch rm koller cm zero evaluation plaque fluid fluoride retention dentifrice application 85th general session exhibition international association dental research orleans march 2007 zero proskin buch rm bosma ml smith sr efficacy marketed dentifrices situ caries model 85th general session exhibition international association dental research orleans march 2007 wetterer sm lefever sw buch rm accelerated vitro stain formation high throughput screening actives american association dental research canadian association dental research 84th general session orlando fl march 2006 wetterer sm buch rm schemehorn bl temperature dependence chemical mechanical activity traditional dentifrices international association dental research american association dental research canadian association dental research 83rd general session baltimore md march 2005 gamboji rj bosma ml buch rm schemehorn bl impact peroxide treatments enamel hardness international association dental research american association dental research canadian association dental research 82nd general session honolulu march 2004 tanzer jm thompson gambogi rj buch rm vitro model evaluation anticalculus agent efficacy presented 32nd annual meeting exhibition american association dental research 27th annual meeting canadian association dental research san antonio texas march 2003 couzis buch rm fares insights stain prevention properties aquafresh whitening dentifrice presented international association dental research 80th general session san diego march 2002 schemehorn b wood g buch rm fares vitro fluoride uptake study antihypersensitivity toothpaste presented international association dental research 79th general session chiba japan june 2001 tanzer jm pellegrino buch rm fares inhibition caries rats tartar control toothpaste presented 30th annual meeting american association dental research 25th annual meeting canadian association dental research chicago illinois march 2001 barker tq buch rm rechnitz intact chemoreceptor based biosensors presented acs 199th national meeting boston april 1990 buch rm rechnitz receptrode chemoreceptorbased biosensor utilizing intact chemosensing structures presented pittsburgh conference atlanta march 1989 buch rm listerine prebrush rinse plax attack presented consumer products rd expo morris plains nj february 1994 additional information buch robert gambogi robert veleda jose dissolvable tooth whitening strip 20070178055 a1 smithkline beecham corp march 31 2005 buch robert couzis alexander wetterer compositions methods preventing dental stain 20060223865 a1 smithkline beecham corp march 10 2004 skills healthcare marketing claims product development transmissions business development fda patent class comprehensive large array data stewardship system budgeting liaison project planning technical support associate marketing chemistry qa metrics
10568183,healthcare medical support assistant oa gs5 step 2,flexibility reception area management,2016 bachelor science healthcare administrationhealthcare management university phoenix city state united states health administrationhealthcare management completed 37 5102011 associates medical office administration fayetteville tech community college city state united states medical office administration 30 references melissa arnold 9105743862 tomeka haddock 252367776 stephanie williams 9104893215
11378657,healthcare healthcare recruiter,excellent interpersonal hr administrative skills intermediate experience microsoft office programs motivated team member understands value providing accurate professional admin support,diploma liberal arts saint leo university city state earned 42 credit hours general studies liberal arts princess anne high school city state skills administrative skills admin support benefits benefits administration interpersonal credit client hiring hr insurance interpretation excel microsoft office programs powerpoint msword processes radiology recruiting recruitment staffing
